LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
20,aey,Amele,Amele,"Amele, Amele",NA,NA,Mabuso,Croisilles,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.58,-5.25,N Coast New Guinea,NG and Oceania
367,tya,Tauya,Tauya,"Tauya, Tauya",NA,NA,NA,Rai Coast,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.33,-5.75,Interior New Guinea,NG and Oceania
393,wnu,Usan,Usan,"Usan, Usan",NA,NA,Numugenan,Croisilles,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",145.17,-4.83,N Coast New Guinea,NG and Oceania
407,wsk,Waskia,Waskia,"Waskia, Waskia",NA,NA,NA,Isumrud,Madang,Madang-Adelbert Range,"Madang, Madang-Adelbert Range",146,-4.5,N Coast New Guinea,NG and Oceania
359,sua,Sulka,Sulka,"Sulka, Sulka",NA,NA,NA,NA,Sulka,NA,Sulka,151.92,-5.08,N Coast New Guinea,NG and Oceania
22,anz,Anêm,Anêm,"Anêm, Anêm",NA,NA,NA,NA,West New Britain,NA,West New Britain,149.08,-5.58,N Coast New Guinea,NG and Oceania
191,siw,Motuna,Motuna,"Motuna, Motuna",NA,NA,NA,Buin,South Bougainville,East Bougainville,"South Bougainville, East Bougainville",155.42,-6.62,Oceania,NG and Oceania
140,kyx,Konua,"Konua, Rapoisi","Konua, Konua, Rapoisi",NA,NA,NA,NA,North Bougainville,West Bougainville,"North Bougainville, West Bougainville",154.83,-5.83,Oceania,NG and Oceania
30,byx,Baining,"Makakat, Qaqet, Maqaqet, Kakat, Baining","Baining, Makakat, Qaqet, Maqaqet, Kakat, Baining",NA,NA,NA,NA,East New Britain,Baining-Taulil,"East New Britain, Baining-Taulil",152,-4.58,N Coast New Guinea,NG and Oceania
13,nfl,Aiwo,"Aiwo , Ayiwo, Äiwoo","Aiwo, Aiwo , Ayiwo, Äiwoo",Reefs-Santa Cruz,Temotu,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,166.25,-10.33,Oceania,NG and Oceania
138,tyn,Kombai,Kombai,"Kombai, Kombai",NA,NA,NA,Awyu-Dumut,Macro-Ok,NA,Macro-Ok,140,-5.58,S New Guinea,NG and Oceania
36,bkl,Berik,"Berik, Tor","Berik, Berik, Tor",NA,NA,NA,Tor,Orya-Mawes-Tor-Kwerba,NA,Orya-Mawes-Tor-Kwerba,138.83,-2.25,N Coast New Guinea,NG and Oceania
133,kiy,Kirikiri,"Kirikiri , Kirira","Kirikiri, Kirikiri , Kirira",NA,NA,NA,Tariku,East Cenderawasih Bay,"East Cenderawasih (Bay), East Geelvinck Bay","East Cenderawasih Bay, East Cenderawasih (Bay), East Geelvinck Bay",137.17,-3,Interior New Guinea,NG and Oceania
320,oia,Oirata,Oirata,"Oirata, Oirata",NA,NA,NA,Timor-Kisar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",127.17,-8.1,Oceania,NG and Oceania
158,lev,Lamma,"Lamma, Western Pantar","Lamma, Lamma, Western Pantar",NA,NA,NA,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",124.12,-8.5,Oceania,NG and Oceania
137,kvw,Kolana,"Kolana, Wersing","Kolana, Kolana, Wersing",NA,NA,Alor,Alor-Pantar,Timor-Alor-Pantar,West Timor-Alor-Pantar,"Timor-Alor-Pantar, West Timor-Alor-Pantar",125.12,-8.25,Oceania,NG and Oceania
71,dbl,Dyirbal,Dyirbal,"Dyirbal, Dyirbal",NA,NA,NA,Dyirbalic,Pama-Nyungan,NA,Pama-Nyungan,145.58,-17.83,N Australia,Australia
416,kdd,Yankunytjara,"Yankunytjara , Yankuntjatjara , Yankuntjara,","Yankunytjara, Yankunytjara , Yankuntjatjara , Yankuntjara,",Western Desert,NA,Nyungic,Southwestern Pama-Nyungan,Pama-Nyungan,NA,Pama-Nyungan,132,-27,S Australia,Australia
193,aer,Mparntwe Arrernte,Mparntwe Arrernte,"Mparntwe Arrernte, Mparntwe Arrernte",NA,NA,NA,Arandic,Pama-Nyungan,NA,Pama-Nyungan,136,-24,S Australia,Australia
64,dif,Diyari,Diyari,"Diyari, Diyari",NA,NA,NA,Karnic,Pama-Nyungan,NA,Pama-Nyungan,139,-28,S Australia,Australia
391,urf,Uradhi,"Uradhi, Atampaya","Uradhi, Uradhi, Atampaya",NA,NA,Northern Pama,Paman,Pama-Nyungan,NA,Pama-Nyungan,142.42,-11.92,N Australia,Australia
66,duj,Djapu,Djapu,"Djapu, Djapu",NA,NA,NA,Yolngu,Pama-Nyungan,NA,Pama-Nyungan,136,-13,N Australia,Australia
210,wyb,Ngiyambaa,Ngiyambaa,"Ngiyambaa, Ngiyambaa",NA,NA,NA,Wiraduric,Pama-Nyungan,NA,Pama-Nyungan,145.5,-31.75,S Australia,Australia
408,NA,Wemba Wemba,"Wemba Wemba, Wembawemba","Wemba Wemba, Wemba Wemba, Wembawemba",NA,NA,NA,Kulinic,Pama-Nyungan,NA,Pama-Nyungan,145,-36,S Australia,Australia
173,mpc,Mangarayi,Mangarayi,"Mangarayi, Mangarayi",NA,NA,NA,NA,Mangarayan,NA,Mangarayan,133.5,-14.67,N Australia,Australia
68,jig,Djingili,"Djingili, Jingulu","Djingili, Djingili, Jingulu",NA,NA,NA,Barkly (Eastern Mirndi),Mirndi,"Djaminjungan, Mindi","Mirndi, Djaminjungan, Mindi",134,-17.75,N Australia,Australia
424,gcd,Yukulta,Yukulta,"Yukulta, Yukulta",NA,NA,NA,NA,Tangkic,NA,Tangkic,138.83,-17.33,N Australia,Australia
128,gyd,Kayardild,Kayardild,"Kayardild, Kayardild",South Wellesley,NA,South Wellesley,Southern Tangkic,Tangkic,NA,Tangkic,139.5,-17.05,N Australia,Australia
93,gup,Gunwinggu,"Mayali , Gunwinygu , Bininj Gun-Wok,Gunwinggu, Kunwinjku","Gunwinggu, Mayali , Gunwinygu , Bininj Gun-Wok,Gunwinggu, Kunwinjku",NA,NA,NA,NA,Gunwingguan,NA,Gunwingguan,133.75,-12.5,N Australia,Australia
209,nig,Ngalakan,Ngalakan,"Ngalakan, Ngalakan",NA,NA,NA,NA,Gunwingguan,NA,Gunwingguan,134,-14.25,N Australia,Australia
400,wrz,Waray,Waray,"Waray, Waray",NA,NA,NA,Western Gunwingguan,Gunwingguan,NA,Gunwingguan,131.25,-13.17,N Australia,Australia
401,wrr,Wardaman,Wardaman,"Wardaman, Wardaman",NA,NA,NA,NA,Wagiman - Wardaman,NA,Wagiman - Wardaman,131,-15.5,N Australia,Australia
378,tiw,Tiwi,Tiwi,"Tiwi, Tiwi",NA,NA,NA,NA,Tiwi,NA,Tiwi,131,-11.5,N Australia,Australia
178,mfr,Marrithiyel,"Marithiel,Marrithiyel","Marrithiyel, Marithiel,Marrithiyel",NA,NA,NA,NA,Western Daly,NA,Western Daly,130,-13.83,N Australia,Australia
196,mwf,Murrinh-patha,"Murrinh-patha , Murinbada , Murinbata , Garama","Murrinh-patha, Murrinh-patha , Murinbada , Murinbata , Garama",NA,NA,NA,NA,Southern Daly,NA,Southern Daly,129.67,-14.67,N Australia,Australia
170,mpb,Malak-Malak,Malak-Malak,"Malak-Malak, Malak-Malak",NA,NA,NA,NA,Northern Daly,NA,Northern Daly,130.42,-13.42,N Australia,Australia
181,mph,Maung,Maung,"Maung, Maung",NA,NA,NA,NA,Iwaidjan,NA,Iwaidjan,133.5,-11.92,N Australia,Australia
149,gni,Kuniyanti,"Kuniyanti , Gooniyandi","Kuniyanti, Kuniyanti , Gooniyandi",NA,NA,NA,NA,Bunuban,Bunaban,"Bunuban, Bunaban",126.33,-18.33,N Australia,Australia
319,nyh,Nyigina,Nyigina,"Nyigina, Nyigina",NA,NA,NA,NA,Nyulnyulan,NA,Nyulnyulan,124.33,-18,N Australia,Australia
390,ung,Ungarinjin,"Ungarinjin, Ungarinjin, Ungarinyin","Ungarinjin, Ungarinjin, Ungarinjin, Ungarinyin",NA,NA,NA,NA,Worrorran,NA,Worrorran,126,-16.33,N Australia,Australia
183,mep,Miriwung,Miriwung,"Miriwung, Miriwung",NA,NA,NA,NA,Djerragan,"Djeragan, Djerragan","Djerragan, Djeragan, Djerragan",129,-15.67,N Australia,Australia
405,wnd,Warndarang,Warndarang,"Warndarang, Warndarang",NA,NA,NA,NA,Maran,NA,Maran,135.58,-14.42,N Australia,Australia
16,alh,Alawa,Alawa,"Alawa, Alawa",NA,NA,NA,NA,Maran,NA,Maran,134.25,-15.17,N Australia,Australia
82,gbu,Gaagudju,Gaagudju,"Gaagudju, Gaagudju",NA,NA,NA,NA,Gaagudju,NA,Gaagudju,132.83,-12.58,N Australia,Australia
84,gbc,Garrwa,"Garrwa, Garawa","Garrwa, Garrwa, Garawa",NA,NA,NA,NA,Garrwan,Garawan,"Garrwan, Garawan",137.17,-17.08,N Australia,Australia
198,nck,Nakkara,Nakkara,"Nakkara, Nakkara",NA,NA,NA,NA,Nakkaran,NA,Nakkaran,134.42,-12.12,N Australia,Australia
318,nuy,Nunggubuyu,Nunggubuyu,"Nunggubuyu, Nunggubuyu",NA,NA,NA,Ngandi-Nunggubuyu,Gunwingguan,NA,Gunwingguan,135.67,-13.75,N Australia,Australia
160,lrg,Larakiya,(Larakiya) Laragia,"Larakiya, (Larakiya) Laragia",NA,NA,NA,NA,Larakiya,NA,Larakiya,130.83,-12.67,N Australia,Australia
72,peb,Pomo (Eastern),Pomo (Eastern),"Pomo (Eastern), Pomo (Eastern)",NA,NA,NA,NA,Pomoan,Pomo,"Pomoan, Pomo",-122.67,39,California,W N America
63,dih,Diegueño,Diegueño,"Diegueño, Diegueño",California-Delta,NA,NA,NA,Yuman,Yuman-Cochimí,"Yuman, Yuman-Cochimí",-117,33,California,W N America
51,cid,Chimariko,Chimariko,"Chimariko, Chimariko",NA,NA,NA,NA,Chimariko,NA,Chimariko,-123,41,California,W N America
125,kyh,Karok,"Karok , Karuk","Karok, Karok , Karuk",NA,NA,NA,NA,Karok,NA,Karok,-123,41.67,California,W N America
351,sht,Shasta,Shasta,"Shasta, Shasta",NA,NA,NA,NA,Shasta,NA,Shasta,-122.67,41.83,California,W N America
406,was,Washo,Washo,"Washo, Washo",NA,NA,NA,NA,Washo,NA,Washo,-120,39.25,Basin and Plains,W N America
418,yok,Yokuts (Yawelmani),"Yokuts (Yawelmani), Yawelmani, Yowlumni","Yokuts (Yawelmani), Yokuts (Yawelmani), Yawelmani, Yowlumni",NA,NA,NA,Yokutsan,Yokuts-Utian,NA,Yokuts-Utian,-119,35,California,W N America
342,NA,Sahaptin,Sahaptin,"Sahaptin, Sahaptin",NA,NA,NA,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-118,46,Basin and Plains,E N America
168,nmu,Maidu (Northeast),"Mountain Maidu, Maidu (Northeast)","Maidu (Northeast), Mountain Maidu, Maidu (Northeast)",NA,NA,NA,NA,Maiduan,NA,Maiduan,-120.67,40,Basin and Plains,W N America
208,nez,Nez Perce,Nez Perce,"Nez Perce, Nez Perce",NA,NA,NA,Klamath-Sahaptian,Plateau Penutian,Plateau,"Plateau Penutian, Plateau",-115.3,45,Basin and Plains,E N America
356,skd,Miwok (Southern Sierra),Southern Sierra Miwok,"Miwok (Southern Sierra), Southern Sierra Miwok",Eastern Miwok,Miwok,Miwok-Costanoan,Utian,Yokuts-Utian,NA,Yokuts-Utian,-120,37.5,California,W N America
409,wit,Wintu,Wintu,"Wintu, Wintu",NA,NA,NA,NA,Wintuan,NA,Wintuan,-122.5,41,California,W N America
411,wac,Wishram,Wishram,"Wishram, Wishram",NA,NA,NA,NA,Chinookan,NA,Chinookan,-122.5,45.5,Alaska-Oregon,W N America
113,inz,Ineseño,"Chumash (Ineseño),Ineseño","Ineseño, Chumash (Ineseño),Ineseño",NA,NA,NA,Southern Chumashan,Chumashan,NA,Chumashan,-120.25,34.67,California,W N America
95,hax,Haida,"Haida, Haida (Southern), Skidegate Haida","Haida, Haida, Haida (Southern), Skidegate Haida",NA,NA,NA,NA,Haida,NA,Haida,-132,53,Alaska-Oregon,W N America
150,kut,Kutenai,Kutenai,"Kutenai, Kutenai",NA,NA,NA,NA,Kutenai,NA,Kutenai,-116,49.5,Basin and Plains,E N America
344,sln,Salinan,Salinan,"Salinan, Salinan",NA,NA,NA,NA,Salinan,NA,Salinan,-121,36,California,W N America
377,tjm,Timucua,Timucua,"Timucua, Timucua",NA,NA,NA,NA,Timucua,NA,Timucua,-82,30,E North America,E N America
429,zun,Zuni,Zuni,"Zuni, Zuni",NA,NA,NA,NA,Zuni,NA,Zuni,-108.83,35.08,Basin and Plains,E N America
363,tkm,Takelma,Takelma,"Takelma, Takelma",NA,NA,NA,NA,Takelma-Kalapuyan,NA,Takelma-Kalapuyan,-123,42.5,California,W N America
412,wiy,Wiyot,Wiyot,"Wiyot, Wiyot",NA,NA,NA,Ritwan,Algic,NA,Algic,-124.17,40.83,California,W N America
428,yur,Yurok,Yurok,"Yurok, Yurok",NA,NA,NA,Ritwan,Algic,NA,Algic,-124,41.33,California,W N America
59,crk,Cree (Plains),Cree (Plains),"Cree (Plains), Cree (Plains)",NA,NA,NA,Algonquian,Algic,NA,Algic,-80,52,E North America,E N America
321,oji,Ojibwa,Ojibwa,"Ojibwa, Ojibwa",NA,NA,NA,Algonquian,Algic,NA,Algic,-83,47,E North America,E N America
27,aqp,Atakapa,Atakapa,"Atakapa, Atakapa",NA,NA,NA,NA,Atakapa,NA,Atakapa,-93.5,30,E North America,E N America
331,paw,Pawnee,Pawnee,"Pawnee, Pawnee",NA,NA,NA,NA,Caddoan,NA,Caddoan,-98.67,41,Basin and Plains,E N America
338,qui,Quileute,Quileute,"Quileute, Quileute",NA,NA,NA,NA,Chimakuan,NA,Chimakuan,-124.25,47.92,Alaska-Oregon,W N America
53,ctm,Chitimacha,"Chitimacha, Sitimaxa","Chitimacha, Chitimacha, Sitimaxa",NA,NA,NA,NA,Chitimacha,NA,Chitimacha,-91,29.67,E North America,E N America
349,see,Seneca,Seneca,"Seneca, Seneca",NA,NA,NA,NA,Iroquoian,NA,Iroquoian,-77.5,42.5,E North America,E N America
10,kjq,Acoma,Acoma,"Acoma, Acoma",NA,NA,NA,NA,Keresan,Keres,"Keresan, Keres",-107.58,34.92,Basin and Plains,E N America
132,kio,Kiowa,Kiowa,"Kiowa, Kiowa",NA,NA,NA,Kiowa,Kiowa-Tanoan,NA,Kiowa-Tanoan,-99,37,Basin and Plains,E N America
135,cku,Koasati,Koasati,"Koasati, Koasati",NA,NA,NA,NA,Muskogean,NA,Muskogean,-85.17,34.83,E North America,E N America
204,nav,Navajo,Navajo,"Navajo, Navajo",NA,NA,NA,Athabaskan,Na-Dene,NA,Na-Dene,-108,36.17,Basin and Plains,E N America
354,scs; xsl,Slave,Slave,"Slave, Slave",NA,NA,NA,Athabaskan,Na-Dene,NA,Na-Dene,-116,60,E North America,E N America
379,tli,Tlingit,Tlingit,"Tlingit, Tlingit",NA,NA,NA,Tlingit,Na-Dene,NA,Na-Dene,-135,59,Alaska-Oregon,W N America
76,eya,Eyak,Eyak,"Eyak, Eyak",NA,NA,NA,Eyak,Na-Dene,NA,Na-Dene,-145,60.5,Alaska-Oregon,W N America
54,cho,Choctaw,Choctaw,"Choctaw, Choctaw",NA,NA,NA,NA,Muskogean,NA,Muskogean,-88.5,32.25,E North America,E N America
202,ncz,Natchez,Natchez,"Natchez, Natchez",NA,NA,NA,NA,Natchez,NA,Natchez,-91.33,31.75,E North America,E N America
353,shs,Shuswap,Shuswap,"Shuswap, Shuswap",NA,NA,Northern Interior Salish,Interior Salish,Salishan,NA,Salishan,-120,52,Alaska-Oregon,W N America
357,squ,Squamish,Squamish,"Squamish, Squamish",NA,South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-123.17,49.67,Alaska-Oregon,W N America
156,lkt,Lakhota,Lakhota,"Lakhota, Lakhota",NA,NA,NA,NA,Siouan,NA,Siouan,-101.83,43.83,Basin and Plains,E N America
382,tqw,Tonkawa,Tonkawa,"Tonkawa, Tonkawa",NA,NA,NA,NA,Tonkawa,NA,Tonkawa,-96.75,30.25,Basin and Plains,E N America
88,git,Gitksan,Gitksan,"Gitksan, Gitksan",NA,NA,NA,NA,Tsimshianic,NA,Tsimshianic,-127.75,55.33,Alaska-Oregon,W N America
386,tun,Tunica,Tunica,"Tunica, Tunica",NA,NA,NA,NA,Tunica,NA,Tunica,-91,32.67,E North America,E N America
19,aes,Alsea,Alsea,"Alsea, Alsea",NA,NA,NA,NA,Alsean,Alsea,"Alsean, Alsea",-123.92,44.67,Alaska-Oregon,W N America
166,lui,Luiseño,Luiseño,"Luiseño, Luiseño",NA,NA,Takic,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-117.17,33.33,California,W N America
385,shh,Tümpisa Shoshone,"Panamint , Koso , Coso , Tümpisa Shoshone","Tümpisa Shoshone, Panamint , Koso , Coso , Tümpisa Shoshone",NA,NA,Numic,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-117,37,Basin and Plains,W N America
328,ood,O’odham,"O’odham, Papago, Papago-Pima, O'othham, Nevome, Nebome, O'odham, Upper Piman","O’odham, O’odham, Papago, Papago-Pima, O'othham, Nevome, Nebome, O'odham, Upper Piman",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-112,32,Basin and Plains,E N America
332,ppl,Pipil,Pipil,"Pipil, Pipil",NA,NA,Aztecan,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-89.58,13.83,Mesoamerica,C America
152,kwk,Kwakwala,"Kwakwala , Kwakw’ala","Kwakwala, Kwakwala , Kwakw’ala",NA,NA,NA,Kwakiutlan (North Wakashan),Wakashan,NA,Wakashan,-127,51,Alaska-Oregon,W N America
317,noo,Nuuchahnulth,"Nootka , Nuuchahnulth, Nuu-chah-nulth","Nuuchahnulth, Nootka , Nuuchahnulth, Nuu-chah-nulth",NA,NA,NA,Nootkan (South Wakashan),Wakashan,NA,Wakashan,-126.67,49.67,Alaska-Oregon,W N America
422,yuc,Yuchi,"Yuchi , Euchee","Yuchi, Yuchi , Euchee",NA,NA,NA,NA,Yuchi,NA,Yuchi,-86.75,35.75,E North America,E N America
398,wao,Wappo,Wappo,"Wappo, Wappo",NA,NA,NA,NA,Yuki-Wappo,NA,Yuki-Wappo,-122.5,38.5,California,W N America
50,pei,Chichimec,"Chichimec , Chichimeco Jonaz","Chichimec, Chichimec , Chichimeco Jonaz",NA,NA,NA,Pamean,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-100.5,21.67,Mesoamerica,C America
186,mig,Mixtec (Chalcatongo),Mixtec (Chalcatongo),"Mixtec (Chalcatongo), Mixtec (Chalcatongo)",NA,NA,NA,Mixtecan,Otomanguean,Oto-Manguean,"Otomanguean, Oto-Manguean",-97.58,17.05,Mesoamerica,C America
55,chd,Chontal (Highland),"Tequistlatec , Oaxaca Chontal (Sierra),Chontal (Highland)","Chontal (Highland), Tequistlatec , Oaxaca Chontal (Sierra),Chontal (Highland)",NA,NA,NA,NA,Tequistlatecan,Oaxaca Chontal,"Tequistlatecan, Oaxaca Chontal",-95.75,16.25,Mesoamerica,C America
106,NA,Huave,Huave,"Huave, Huave",NA,NA,NA,NA,Huave,NA,Huave,-95,16,Mesoamerica,C America
184,miq,Miskito,Miskito,"Miskito, Miskito",NA,NA,NA,NA,Misumalpan,NA,Misumalpan,-83.67,14,Mesoamerica,C America
185,NA,Mixe,Mixe,"Mixe, Mixe",NA,NA,NA,NA,Mixe-Zoque,NA,Mixe-Zoque,-96,17,Mesoamerica,C America
365,tsz,Tarascan,"Tarascan, Purepecha, P’orhepecha, P’urhepecha","Tarascan, Tarascan, Purepecha, P’orhepecha, P’urhepecha",NA,NA,NA,NA,Tarascan,NA,Tarascan,-101.67,19.5,Mesoamerica,C America
372,tee,Tepehua (Huehuetla),"Tepehua, Tepehua de Hidalgo, Tepehua de Huehuetla","Tepehua (Huehuetla), Tepehua, Tepehua de Hidalgo, Tepehua de Huehuetla",NA,NA,NA,NA,Totonac-Tepehuan,NA,Totonac-Tepehuan,-98,20,Mesoamerica,C America
388,tzj,Tzutujil,Tzutujil,"Tzutujil, Tzutujil",NA,NA,Quichean,Quichean-Mamean (Eastern Maya),Mayan,NA,Mayan,-91.33,14.67,Mesoamerica,C America
60,NA,Cuitlatec,"Cuitlatec , Kwitlateko","Cuitlatec, Cuitlatec , Kwitlateko",NA,NA,NA,NA,Cuitlatec,NA,Cuitlatec,-101,17.5,Mesoamerica,C America
326,pbb,Paez,"Páez , Paes,Paez","Paez, Páez , Paes,Paez",NA,NA,NA,NA,Paesan,Paezan,"Paesan, Paezan",-76,-3,NE South America,S America
90,gym,Guaymí,"Guaymí, Ngäbere","Guaymí, Guaymí, Ngäbere",NA,NA,NA,Chibchan,Chibchan,NA,Chibchan,-82,8.67,Mesoamerica,C America
41,kbh,Camsá,Camsá,"Camsá, Camsá",NA,NA,NA,NA,Camsá,NA,Camsá,-77,1.17,Andean,S America
29,cni,Axininca Campa,"Axininca Campa, Ajyéninka, Apurucayali Campa, Ashaninca, Ashéninca Apurucayali, “Axininka Campa” , “Campa”","Axininca Campa, Axininca Campa, Ajyéninka, Apurucayali Campa, Ashaninca, Ashéninca Apurucayali, “Axininka Campa” , “Campa”",NA,NA,NA,Campa,Arawakan,Maipurean,"Arawakan, Maipurean",-75,-12,Andean,S America
339,rgr,Resígaro,Resígaro,"Resígaro, Resígaro",NA,NA,NA,NA,Arawakan,Maipurean,"Arawakan, Maipurean",-71.5,-2.42,NE South America,S America
329,pad,Paumarí,"Purupurú,Paumarí","Paumarí, Purupurú,Paumarí",NA,NA,NA,NA,Arawan,Arauan,"Arawan, Arauan",-64,-6,NE South America,S America
58,con,Cofán,Cofán,"Cofán, Cofán",NA,NA,NA,NA,Cofán,NA,Cofán,-77.17,0.17,Andean,S America
42,cbu,Candoshi,Candoshi,"Candoshi, Candoshi",NA,NA,NA,NA,Candoshi,NA,Candoshi,-77,-4.17,Andean,S America
352,jiv,Shuar,"Jivaro , Siwora , Siurra , Jibaro, Shuar","Shuar, Jivaro , Siwora , Siurra , Jibaro, Shuar",NA,NA,NA,Jívaro,Jivaroan,NA,Jivaroan,-78,-2.5,Andean,S America
414,yad,Yagua,Yagua,"Yagua, Yagua",NA,NA,NA,NA,Yaguan,Peba-Yagua,"Yaguan, Peba-Yagua",-72,-3.5,NE South America,S America
397,auc,Waorani,"Auca , Sabela , Huaorani,Waorani","Waorani, Auca , Sabela , Huaorani,Waorani",NA,NA,NA,NA,Sabelan,"Huao, Wao, Auca, Auishiri","Sabelan, Huao, Wao, Auca, Auishiri",-76.5,-1,NE South America,S America
392,ura,Urarina,Urarina,"Urarina, Urarina",NA,NA,NA,NA,Urarina,NA,Urarina,-75,-4,NE South America,S America
194,bmr,Muinane,Muinane,"Muinane, Muinane",NA,NA,NA,NA,Boran,NA,Boran,-72.5,-1,NE South America,S America
104,qub,Quechua (Huallaga),Huallaga Quech,"Quechua (Huallaga), Huallaga Quech",Huánuco,NA,NA,NA,Quechuan,NA,Quechuan,-76,-10,Andean,S America
119,jqr,Jaqaru,Jaqaru,"Jaqaru, Jaqaru",NA,NA,NA,NA,Aymaran,"Aymaran, Jaqi","Aymaran, Aymaran, Jaqi",-76,-13,Andean,S America
426,yuz,Yurakare,Yurakare,"Yurakare, Yurakare",NA,NA,NA,NA,Yurakare,NA,Yurakare,-65.25,-16.58,NE South America,S America
45,cbs,Cashinahua,Cashinahua,"Cashinahua, Cashinahua",NA,NA,NA,Panoan,Pano-Tacanan,NA,Pano-Tacanan,-71.83,-10.5,NE South America,S America
92,pue,Gününa-Küne,"Gününa-küne , Gennaken , Puelche","Gününa-Küne, Gününa-küne , Gennaken , Puelche",NA,NA,NA,NA,Chon,NA,Chon,-67,-41,SE South America,S America
127,alc,Kawesqar,"Kawesqar , Northern Alacaluf , Kaweskar , Qawasqar, Aksánas","Kawesqar, Kawesqar , Northern Alacaluf , Kaweskar , Qawasqar, Aksánas",NA,NA,NA,NA,Kawesqaran,Alacalufan; Qawasqaran,"Kawesqaran, Alacalufan; Qawasqaran",-75,-49,SE South America,S America
176,arn,Mapudungun,"Mapudungun , Mapuche , Araucan","Mapudungun, Mapudungun , Mapuche , Araucan",NA,NA,NA,NA,Mapudungun,NA,Mapudungun,-72,-38,Andean,S America
105,NA,Huarpe,"Allentiac?, Huarpe","Huarpe, Allentiac?, Huarpe",NA,NA,NA,NA,Huarpe,Huarpean,"Huarpe, Huarpean",-68,-31,Andean,S America
180,NA,Mataco,Mataco,"Mataco, Mataco",NA,NA,NA,NA,Matacoan,"Mataco-Mataguayan, Mataguayan","Matacoan, Mataco-Mataguayan, Mataguayan",-61,-23,SE South America,S America
43,xra; ram,Canela-Krahô,Canela-Krahô,"Canela-Krahô, Canela-Krahô",NA,Northern Ge,Amazonian Ge,Ge,Macro-Ge,NA,Macro-Ge,-45,-7,NE South America,S America
333,myp,Pirahã,Pirahã,"Pirahã, Pirahã",NA,NA,NA,NA,Muran,Mura,"Muran, Mura",-62,-7,NE South America,S America
117,ito,Itonama,Itonama,"Itonama, Itonama",NA,NA,NA,NA,Itonama,NA,Itonama,-64.33,-12.83,NE South America,S America
11,tba,Aikaná,"Tubarão, Aikaná","Aikaná, Tubarão, Aikaná",NA,NA,NA,NA,Aikaná,NA,Aikaná,-60.67,-12.67,NE South America,S America
200,nab,Nambikwara,"Nambikuara , Nambiquara , Nambikwara","Nambikwara, Nambikuara , Nambiquara , Nambikwara",NA,NA,NA,NA,Nambikwara,"Nambiquaran, Nambikwaran, Nambikwara, Nambiquara","Nambikwara, Nambiquaran, Nambikwaran, Nambikwara, Nambiquara",-59,-13,NE South America,S America
115,irn,Iranshe,"Iranshe, Iranche, Iranxe, Irantxe, Münkü","Iranshe, Iranshe, Iranche, Iranxe, Irantxe, Münkü",NA,NA,NA,NA,Iranshe,NA,Iranshe,-58,-13,NE South America,S America
383,tpy,Trumaí,Trumaí,"Trumaí, Trumaí",NA,NA,NA,NA,Trumaí,NA,Trumaí,-53,-12,NE South America,S America
192,mzp,Movima,Movima,"Movima, Movima",NA,NA,NA,NA,Movima,NA,Movima,-65.67,-13.83,NE South America,S America
47,cyb,Cayuvava,Cayuvava,"Cayuvava, Cayuvava",NA,NA,NA,NA,Cayuvava,NA,Cayuvava,-65.5,-13.5,NE South America,S America
89,gug,Guaraní (Paraguayan),Guaraní (Paraguayan),"Guaraní (Paraguayan), Guaraní (Paraguayan)",NA,NA,NA,Tupi-Guaraní,Tupian,NA,Tupian,-56,-26,SE South America,S America
101,hix,Hixkaryana,Hixkaryana,"Hixkaryana, Hixkaryana",NA,NA,NA,NA,Cariban,Carib,"Cariban, Carib",-59,-1,NE South America,S America
348,xsu,Sanuma,"Sanuma , Tsanuma , Sanema , Sanima , Guaika","Sanuma, Sanuma , Tsanuma , Sanema , Sanima , Guaika",NA,NA,NA,NA,Yanomaman,NA,Yanomaman,-64.67,4.5,NE South America,S America
399,wba,Warao,Warao,"Warao, Warao",NA,NA,NA,NA,Warao,NA,Warao,-61.67,9.33,NE South America,S America
102,hti,Hoti,Hoti,"Hoti, Hoti",NA,NA,NA,NA,Austronesian,NA,Austronesian,130.37,-2.97,Oceania,NG and Oceania
